dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,observacion
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,26.0,no_habidos_54_16_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,54,16.0,27.0,no_habidos_54_16_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,55,17.0,2.0,no_habidos_55_17_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,55,17.0,3.0,no_habidos_55_17_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,55,17.0,4.0,no_habidos_55_17_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,55,17.0,5.0,no_habidos_55_17_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,55,17.0,6.0,no_habidos_55_17_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,55,17.0,7.0,no_habidos_55_17_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,55,17.0,8.0,no_habidos_55_17_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1BQRWR,349999,55,17.0,9.0,no_habidos_55_17_9,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BQRWR,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV2V7,349999,55,17.0,10.0,no_habidos_55_17_10,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CV2V7,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV3EC,349999,55,17.0,11.0,no_habidos_55_17_11,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CV3EC,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D3BRX,349999,55,17.0,12.0,no_habidos_55_17_12,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D3BRX,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVDB2,349999,55,17.0,13.0,no_habidos_55_17_13,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVDB2,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0RY2,349999,55,17.0,14.0,no_habidos_55_17_14,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0RY2,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CV7BV,349999,55,17.0,15.0,no_habidos_55_17_15,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CV7BV,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0TT3,349999,55,17.0,16.0,no_habidos_55_17_16,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0TT3,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVQX1,349999,55,17.0,17.0,no_habidos_55_17_17,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVQX1,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CTXKQ,349999,55,17.0,18.0,no_habidos_55_17_18,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CTXKQ,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1BR39X,349999,55,17.0,19.0,no_habidos_55_17_19,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BR39X,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0N2Q,349999,55,17.0,20.0,no_habidos_55_17_20,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0N2Q,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0RW9,349999,55,17.0,21.0,no_habidos_55_17_21,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0RW9,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2M9F,349999,55,17.0,22.0,no_habidos_55_17_22,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D2M9F,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVM21,349999,55,17.0,23.0,no_habidos_55_17_23,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVM21,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVH9E,349999,55,17.0,24.0,no_habidos_55_17_24,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVH9E,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D16HM,349999,55,17.0,25.0,no_habidos_55_17_25,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D16HM,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0PXT,349999,55,17.0,26.0,no_habidos_55_17_26,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0PXT,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2Y2X,349999,55,17.0,27.0,no_habidos_55_17_27,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D2Y2X,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D0RSY,349999,56,18.0,2.0,no_habidos_56_18_2,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D0RSY,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D18H2,349999,56,18.0,3.0,no_habidos_56_18_3,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D18H2,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D10R8,349999,56,18.0,4.0,no_habidos_56_18_4,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D10R8,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,4ª1CVM68,349999,56,18.0,5.0,no_habidos_56_18_5,Los Andes,Lenovo P11 + teclado/lápiz,6007,4a1CVM68,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVHAQ,349999,56,18.0,6.0,no_habidos_56_18_6,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVHAQ,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1BR78V,349999,56,18.0,7.0,no_habidos_56_18_7,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BR78V,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1BREMZ,349999,56,18.0,8.0,no_habidos_56_18_8,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BREMZ,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2P6B,349999,56,18.0,9.0,no_habidos_56_18_9,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1D2P6B,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1BRATG,349999,56,18.0,10.0,no_habidos_56_18_10,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1BRATG,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1CVDCZ,349999,56,18.0,11.0,no_habidos_56_18_11,Los Andes,Lenovo P11 + teclado/lápiz,6007,HA1CVDCZ,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,56,18.0,12.0,no_habidos_56_18_12,Los Andes,Lenovo P11 + teclado/lápiz,6007,,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,56,18.0,13.0,no_habidos_56_18_13,Los Andes,Lenovo P11 + teclado/lápiz,6007,,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,56,18.0,14.0,no_habidos_56_18_14,Los Andes,Lenovo P11 + teclado/lápiz,6007,,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,56,18.0,15.0,no_habidos_56_18_15,Los Andes,Lenovo P11 + teclado/lápiz,6007,,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,56,18.0,16.0,no_habidos_56_18_16,Los Andes,Lenovo P11 + teclado/lápiz,6007,,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,56,18.0,17.0,no_habidos_56_18_17,Los Andes,Lenovo P11 + teclado/lápiz,6007,,10.a
Liceo Los Andes,230,2021-09-09,13995,2021-07-28,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,N° serie no identificado,349999,56,18.0,18.0,no_habidos_56_18_18,Los Andes,Lenovo P11 + teclado/lápiz,6007,,10.a
Escuela Volcán Llaima,259,2021-10-06,3684,2021-07-09,TABLET SAMSUNG GALAXY T295 TAB A 8 PUL NEGRA 4G,355041994671050,154700,56,18.0,19.0,no_habidos_56_18_19,Volcán Llaima,Samsung A8/T295,19927,355041994671050,10.a
Escuela Volcán Llaima,259,2021-10-06,3684,2021-07-09,TABLET SAMSUNG GALAXY T295 TAB A 8 PUL NEGRA 4G,355041994671630,154700,56,18.0,20.0,no_habidos_56_18_20,Volcán Llaima,Samsung A8/T295,19927,355041994671630,10.a
Carén,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812328,142205,56,18.0,21.0,no_habidos_56_18_21,Carén,Samsung A8/T295,6017,358893199812328,10.a
Carén,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809795,142205,56,18.0,22.0,no_habidos_56_18_22,Carén,Samsung A8/T295,6017,358893199809795,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196922864,142205,56,18.0,23.0,no_habidos_56_18_23,Cumcumllaque,Samsung A8/T295,6012,358893196922864,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196922542,142205,56,18.0,24.0,no_habidos_56_18_24,Cumcumllaque,Samsung A8/T295,6012,358893196922542,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196848663,142205,56,18.0,25.0,no_habidos_56_18_25,Cumcumllaque,Samsung A8/T295,6012,358893196848663,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196922104,142205,56,18.0,26.0,no_habidos_56_18_26,Cumcumllaque,Samsung A8/T295,6012,358893196922104,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196922161,142205,56,18.0,27.0,no_habidos_56_18_27,Cumcumllaque,Samsung A8/T295,6012,358893196922161,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196843920,142205,57,19.0,2.0,no_habidos_57_19_2,Cumcumllaque,Samsung A8/T295,6012,358893196843920,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196843276,142205,57,19.0,3.0,no_habidos_57_19_3,Cumcumllaque,Samsung A8/T295,6012,358893196843276,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196847475,142205,57,19.0,4.0,no_habidos_57_19_4,Cumcumllaque,Samsung A8/T295,6012,358893196847475,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196849299,142205,57,19.0,5.0,no_habidos_57_19_5,Cumcumllaque,Samsung A8/T295,6012,358893196849299,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196851501,142205,57,19.0,6.0,no_habidos_57_19_6,Cumcumllaque,Samsung A8/T295,6012,358893196851501,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196911016,142205,57,19.0,7.0,no_habidos_57_19_7,Cumcumllaque,Samsung A8/T295,6012,358893196911016,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196852871,142205,57,19.0,8.0,no_habidos_57_19_8,Cumcumllaque,Samsung A8/T295,6012,358893196852871,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196921478,142205,57,19.0,9.0,no_habidos_57_19_9,Cumcumllaque,Samsung A8/T295,6012,358893196921478,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196919548,142205,57,19.0,10.0,no_habidos_57_19_10,Cumcumllaque,Samsung A8/T295,6012,358893196919548,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196921809,142205,57,19.0,11.0,no_habidos_57_19_11,Cumcumllaque,Samsung A8/T295,6012,358893196921809,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196921510,142205,57,19.0,12.0,no_habidos_57_19_12,Cumcumllaque,Samsung A8/T295,6012,358893196921510,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196836759,142205,57,19.0,13.0,no_habidos_57_19_13,Cumcumllaque,Samsung A8/T295,6012,358893196836759,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196856842,142205,57,19.0,14.0,no_habidos_57_19_14,Cumcumllaque,Samsung A8/T295,6012,358893196856842,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196922807,142205,57,19.0,15.0,no_habidos_57_19_15,Cumcumllaque,Samsung A8/T295,6012,358893196922807,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196843680,142205,57,19.0,16.0,no_habidos_57_19_16,Cumcumllaque,Samsung A8/T295,6012,358893196843680,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893196848200,142205,57,19.0,17.0,no_habidos_57_19_17,Cumcumllaque,Samsung A8/T295,6012,358893196848200,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812195,142205,57,19.0,18.0,no_habidos_57_19_18,Cumcumllaque,Samsung A8/T295,6012,358893199812195,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812377,142205,57,19.0,19.0,no_habidos_57_19_19,Cumcumllaque,Samsung A8/T295,6012,358893199812377,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812120,142205,57,19.0,20.0,no_habidos_57_19_20,Cumcumllaque,Samsung A8/T295,6012,358893199812120,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199797412,142205,57,19.0,21.0,no_habidos_57_19_21,Cumcumllaque,Samsung A8/T295,6012,358893199797412,10.a
Cumcumllaque,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809704,142205,57,19.0,22.0,no_habidos_57_19_22,Cumcumllaque,Samsung A8/T295,6012,358893199809704,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,57,19.0,23.0,no_habidos_57_19_23,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,57,19.0,24.0,no_habidos_57_19_24,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,57,19.0,25.0,no_habidos_57_19_25,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,57,19.0,26.0,no_habidos_57_19_26,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,57,19.0,27.0,no_habidos_57_19_27,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,2.0,no_habidos_58_20_2,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,3.0,no_habidos_58_20_3,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,4.0,no_habidos_58_20_4,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,5.0,no_habidos_58_20_5,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,6.0,no_habidos_58_20_6,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,7.0,no_habidos_58_20_7,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,8.0,no_habidos_58_20_8,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,9.0,no_habidos_58_20_9,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,10.0,no_habidos_58_20_10,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,11.0,no_habidos_58_20_11,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,12.0,no_habidos_58_20_12,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,13.0,no_habidos_58_20_13,Sin distribución por escuela,Samsung A8/T295,,,10.a
Diferentes Establecimientos,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,N° serie no identificado,142205,58,20.0,14.0,no_habidos_58_20_14,Sin distribución por escuela,Samsung A8/T295,,,10.a
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815800,142205,58,20.0,15.0,no_habidos_58_20_15,Volcán Llaima,Samsung A8/T295,19927,358893199815800,10.a
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815933,142205,58,20.0,16.0,no_habidos_58_20_16,Volcán Llaima,Samsung A8/T295,19927,358893199815933,10.a
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815354,142205,58,20.0,17.0,no_habidos_58_20_17,Volcán Llaima,Samsung A8/T295,19927,358893199815354,10.a
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199815347,142205,58,20.0,18.0,no_habidos_58_20_18,Volcán Llaima,Samsung A8/T295,19927,358893199815347,10.a
Fundo Molulco,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810017,142205,58,20.0,19.0,no_habidos_58_20_19,Fundo Molulco,Samsung A8/T295,6011,358893199810017,10.a
Fundo Molulco,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808862,142205,58,20.0,20.0,no_habidos_58_20_20,Fundo Molulco,Samsung A8/T295,6011,358893199808862,10.a
Fundo Molulco,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810058,142205,58,20.0,21.0,no_habidos_58_20_21,Fundo Molulco,Samsung A8/T295,6011,358893199810058,10.a
Fundo Molulco,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199812492,142205,58,20.0,22.0,no_habidos_58_20_22,Fundo Molulco,Samsung A8/T295,6011,358893199812492,10.a
Fundo Molulco,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199816592,142205,58,20.0,23.0,no_habidos_58_20_23,Fundo Molulco,Samsung A8/T295,6011,358893199816592,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809811,142205,58,20.0,24.0,no_habidos_58_20_24,Los Andes,Samsung A8/T295,6007,358893199809811,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809845,142205,58,20.0,25.0,no_habidos_58_20_25,Los Andes,Samsung A8/T295,6007,358893199809845,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809852,142205,58,20.0,26.0,no_habidos_58_20_26,Los Andes,Samsung A8/T295,6007,358893199809852,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809878,142205,58,20.0,27.0,no_habidos_58_20_27,Los Andes,Samsung A8/T295,6007,358893199809878,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199810793,142205,59,21.0,2.0,no_habidos_59_21_2,Los Andes,Samsung A8/T295,6007,358893199810793,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811494,142205,59,21.0,3.0,no_habidos_59_21_3,Los Andes,Samsung A8/T295,6007,358893199811494,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811114,142205,59,21.0,4.0,no_habidos_59_21_4,Los Andes,Samsung A8/T295,6007,358893199811114,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811130,142205,59,21.0,5.0,no_habidos_59_21_5,Los Andes,Samsung A8/T295,6007,358893199811130,10.a
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,GALAXY TAB A8 2019 LTE,358893199811049,142205,59,21.0,6.0,no_habidos_59_21_6,Los Andes,Samsung A8/T295,6007,358893199811049,10.a
