dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,clave_serie
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808508,142205,86,24,10,con_comodato_86_24_10,Los Andes,Samsung A8/T295,6007,358893199808508,13981|358893199808508
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808466,142205,86,24,11,con_comodato_86_24_11,Los Andes,Samsung A8/T295,6007,358893199808466,13981|358893199808466
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808433,142205,86,24,12,con_comodato_86_24_12,Los Andes,Samsung A8/T295,6007,358893199808433,13981|358893199808433
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808268,142205,86,24,13,con_comodato_86_24_13,Los Andes,Samsung A8/T295,6007,358893199808268,13981|358893199808268
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808698,142205,86,24,14,con_comodato_86_24_14,Los Andes,Samsung A8/T295,6007,358893199808698,13981|358893199808698
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815164,142205,86,24,15,con_comodato_86_24_15,Los Andes,Samsung A8/T295,6007,358893199815164,13981|358893199815164
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815099,142205,86,24,16,con_comodato_86_24_16,Los Andes,Samsung A8/T295,6007,358893199815099,13981|358893199815099
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808599,142205,86,24,17,con_comodato_86_24_17,Los Andes,Samsung A8/T295,6007,358893199808599,13981|358893199808599
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808680,142205,86,24,18,con_comodato_86_24_18,Los Andes,Samsung A8/T295,6007,358893199808680,13981|358893199808680
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808755,142205,86,24,19,con_comodato_86_24_19,Los Andes,Samsung A8/T295,6007,358893199808755,13981|358893199808755
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808896,142205,86,24,20,con_comodato_86_24_20,Los Andes,Samsung A8/T295,6007,358893199808896,13981|358893199808896
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809035,142205,86,24,21,con_comodato_86_24_21,Los Andes,Samsung A8/T295,6007,358893199809035,13981|358893199809035
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809050,142205,86,24,22,con_comodato_86_24_22,Los Andes,Samsung A8/T295,6007,358893199809050,13981|358893199809050
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809084,142205,86,24,23,con_comodato_86_24_23,Los Andes,Samsung A8/T295,6007,358893199809084,13981|358893199809084
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809100,142205,86,24,24,con_comodato_86_24_24,Los Andes,Samsung A8/T295,6007,358893199809100,13981|358893199809100
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199811783,142205,86,24,25,con_comodato_86_24_25,Los Andes,Samsung A8/T295,6007,358893199811783,13981|358893199811783
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809118,142205,86,24,26,con_comodato_86_24_26,Los Andes,Samsung A8/T295,6007,358893199809118,13981|358893199809118
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809175,142205,86,24,27,con_comodato_86_24_27,Los Andes,Samsung A8/T295,6007,358893199809175,13981|358893199809175
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809266,142205,86,24,28,con_comodato_86_24_28,Los Andes,Samsung A8/T295,6007,358893199809266,13981|358893199809266
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809357,142205,87,25,2,con_comodato_87_25_2,Los Andes,Samsung A8/T295,6007,358893199809357,13981|358893199809357
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809746,142205,87,25,3,con_comodato_87_25_3,Los Andes,Samsung A8/T295,6007,358893199809746,13981|358893199809746
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809779,142205,87,25,4,con_comodato_87_25_4,Los Andes,Samsung A8/T295,6007,358893199809779,13981|358893199809779
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809803,142205,87,25,5,con_comodato_87_25_5,Los Andes,Samsung A8/T295,6007,358893199809803,13981|358893199809803
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808136,142205,87,25,6,con_comodato_87_25_6,Los Andes,Samsung A8/T295,6007,358893199808136,13981|358893199808136
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808037,142205,87,25,7,con_comodato_87_25_7,Los Andes,Samsung A8/T295,6007,358893199808037,13981|358893199808037
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199807997,142205,87,25,8,con_comodato_87_25_8,Los Andes,Samsung A8/T295,6007,358893199807997,13981|358893199807997
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199807963,142205,87,25,9,con_comodato_87_25_9,Los Andes,Samsung A8/T295,6007,358893199807963,13981|358893199807963
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199807930,142205,87,25,10,con_comodato_87_25_10,Los Andes,Samsung A8/T295,6007,358893199807930,13981|358893199807930
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199807922,142205,87,25,11,con_comodato_87_25_11,Los Andes,Samsung A8/T295,6007,358893199807922,13981|358893199807922
Liceo Los Andes,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199807245,142205,87,25,12,con_comodato_87_25_12,Los Andes,Samsung A8/T295,6007,358893199807245,13981|358893199807245
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196922864,142205,87,25,13,con_comodato_87_25_13,Cumcumllaque,Samsung A8/T295,6012,358893196922864,13981|358893196922864
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196922542,142205,87,25,14,con_comodato_87_25_14,Cumcumllaque,Samsung A8/T295,6012,358893196922542,13981|358893196922542
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196848663,142205,87,25,15,con_comodato_87_25_15,Cumcumllaque,Samsung A8/T295,6012,358893196848663,13981|358893196848663
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196922104,142205,87,25,16,con_comodato_87_25_16,Cumcumllaque,Samsung A8/T295,6012,358893196922104,13981|358893196922104
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196922161,142205,87,25,17,con_comodato_87_25_17,Cumcumllaque,Samsung A8/T295,6012,358893196922161,13981|358893196922161
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196843920,142205,87,25,19,con_comodato_87_25_19,Cumcumllaque,Samsung A8/T295,6012,358893196843920,13981|358893196843920
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196843276,142205,87,25,20,con_comodato_87_25_20,Cumcumllaque,Samsung A8/T295,6012,358893196843276,13981|358893196843276
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196847475,142205,87,25,21,con_comodato_87_25_21,Cumcumllaque,Samsung A8/T295,6012,358893196847475,13981|358893196847475
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196849299,142205,87,25,23,con_comodato_87_25_23,Cumcumllaque,Samsung A8/T295,6012,358893196849299,13981|358893196849299
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196851501,142205,87,25,24,con_comodato_87_25_24,Cumcumllaque,Samsung A8/T295,6012,358893196851501,13981|358893196851501
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196911016,142205,87,25,25,con_comodato_87_25_25,Cumcumllaque,Samsung A8/T295,6012,358893196911016,13981|358893196911016
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196852871,142205,87,25,27,con_comodato_87_25_27,Cumcumllaque,Samsung A8/T295,6012,358893196852871,13981|358893196852871
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196921478,142205,87,25,28,con_comodato_87_25_28,Cumcumllaque,Samsung A8/T295,6012,358893196921478,13981|358893196921478
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196919548,142205,88,26,2,con_comodato_88_26_2,Cumcumllaque,Samsung A8/T295,6012,358893196919548,13981|358893196919548
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196921809,142205,88,26,3,con_comodato_88_26_3,Cumcumllaque,Samsung A8/T295,6012,358893196921809,13981|358893196921809
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196921510,142205,88,26,4,con_comodato_88_26_4,Cumcumllaque,Samsung A8/T295,6012,358893196921510,13981|358893196921510
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196836759,142205,88,26,5,con_comodato_88_26_5,Cumcumllaque,Samsung A8/T295,6012,358893196836759,13981|358893196836759
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196856842,142205,88,26,6,con_comodato_88_26_6,Cumcumllaque,Samsung A8/T295,6012,358893196856842,13981|358893196856842
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196922807,142205,88,26,8,con_comodato_88_26_8,Cumcumllaque,Samsung A8/T295,6012,358893196922807,13981|358893196922807
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196843680,142205,88,26,9,con_comodato_88_26_9,Cumcumllaque,Samsung A8/T295,6012,358893196843680,13981|358893196843680
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893196848200,142205,88,26,10,con_comodato_88_26_10,Cumcumllaque,Samsung A8/T295,6012,358893196848200,13981|358893196848200
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812195,142205,88,26,11,con_comodato_88_26_11,Cumcumllaque,Samsung A8/T295,6012,358893199812195,13981|358893199812195
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812377,142205,88,26,12,con_comodato_88_26_12,Cumcumllaque,Samsung A8/T295,6012,358893199812377,13981|358893199812377
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812120,142205,88,26,13,con_comodato_88_26_13,Cumcumllaque,Samsung A8/T295,6012,358893199812120,13981|358893199812120
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199797412,142205,88,26,14,con_comodato_88_26_14,Cumcumllaque,Samsung A8/T295,6012,358893199797412,13981|358893199797412
Cumcumllaque,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809704,142205,88,26,15,con_comodato_88_26_15,Cumcumllaque,Samsung A8/T295,6012,358893199809704,13981|358893199809704
Molulco,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809217,142205,88,26,16,con_comodato_88_26_16,Molulco,Samsung A8/T295,6009,358893199809217,13981|358893199809217
Molulco,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199797396,142205,88,26,17,con_comodato_88_26_17,Molulco,Samsung A8/T295,6009,358893199797396,13981|358893199797396
Fundo Molulco,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810017,142205,88,26,18,con_comodato_88_26_18,Fundo Molulco,Samsung A8/T295,6011,358893199810017,13981|358893199810017
Fundo Molulco,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199808862,142205,88,26,20,con_comodato_88_26_20,Fundo Molulco,Samsung A8/T295,6011,358893199808862,13981|358893199808862
Fundo Molulco,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199810058,142205,88,26,21,con_comodato_88_26_21,Fundo Molulco,Samsung A8/T295,6011,358893199810058,13981|358893199810058
Fundo Molulco,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812492,142205,88,26,22,con_comodato_88_26_22,Fundo Molulco,Samsung A8/T295,6011,358893199812492,13981|358893199812492
Fundo Molulco,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199816592,142205,88,26,23,con_comodato_88_26_23,Fundo Molulco,Samsung A8/T295,6011,358893199816592,13981|358893199816592
Carén,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199812328,142205,88,26,24,con_comodato_88_26_24,Carén,Samsung A8/T295,6017,358893199812328,13981|358893199812328
Carén,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199809795,142205,88,26,26,con_comodato_88_26_26,Carén,Samsung A8/T295,6017,358893199809795,13981|358893199809795
